Platform,Subject,Category/Unit,Module/Topic,Rating,MCQs
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine AIIMS 2020 (May and Nov INI-CET),4.6,21
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2018,4.5,23
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2019,4.5,24
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2020,4.6,23
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine INI-CET 2021,4.6,26
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2021,4.6,17
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine INI-CET 2022,4.6,31
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community medicine NEET 2022,4.6,12
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2023,4.6,15
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine INI-CET 2023,4.5,22
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine INI-CET 2024,4.6,15
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2024,4.6,33
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine INI-CET 2025,4.6,26
Marrow,Previous Year Question Papers,COMMUNITY MEDICINE,Community Medicine NEET 2025,4.6,17
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine AIIMS 2017,4.5,14
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine AIIMS 2018,4.5,19
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine AIIMS 2019 (May & Nov),4.6,7
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine AIIMS 2020 (May and Nov INI-CET),4.6,18
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2018,4.5,11
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2019,4.5,11
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2020,4.6,8
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine INI-CET 2021,4.6,18
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2021,4.6,10
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine INI-CET 2022,4.7,28
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2022,4.7,8
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2023,4.6,8
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine INI-CET 2023,4.6,20
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine INI-CET 2024,4.6,12
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2024,4.7,18
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine INI-CET 2025,4.6,21
Marrow,Previous Year Question Papers,FORENSIC MEDICINE,Forensic Medicine NEET 2025,4.6,6
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology AIIMS 2017,4.6,15
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology AIIMS 2018,4.5,19
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology AIIMS 2019 (May & Nov),4.5,11
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology AIIMS 2020 (May and Nov INI-CET),4.6,8
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2018,4.5,12
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2019,4.6,11
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2020,4.6,11
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology INI-CET 2021,4.6,13
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2021,4.6,8
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology INICET 2022,4.6,21
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2022,4.6,6
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2023,4.6,8
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology INI-CET 2023,4.6,11
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology INI-CET 2024,4.6,22
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2024,4.7,14
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology INI-CET 2025,4.6,13
Marrow,Previous Year Question Papers,OPHTHALMOLOGY,Ophthalmology NEET 2025,4.6,6
Marrow,Previous Year Question Papers,ENT AIIMS 2017,ENT AIIMS 2017,4.6,9
Marrow,Previous Year Question Papers,ENT AIIMS 2018,ENT AIIMS 2018,4.6,8
Marrow,Previous Year Question Papers,ENT AIIMS 2018,ENT AIIMS 2019 (May & Nov),4.5,5
Marrow,Previous Year Question Papers,ENT AIIMS 2018,ENT AIIMS 2020 (May and Nov INI-CET),4.6,12
Marrow,Previous Year Question Papers,ENT NEET 2018,ENT NEET 2018,4.6,6
Marrow,Previous Year Question Papers,ENT NEET 2019,ENT NEET 2019,4.6,6
Marrow,Previous Year Question Papers,ENT NEET 2020,ENT NEET 2020,4.6,8
Marrow,Previous Year Question Papers,ENT INICET 2021,ENT INICET 2021,4.6,10
Marrow,Previous Year Question Papers,ENT NEET 2021,ENT NEET 2021,4.7,6
Marrow,Previous Year Question Papers,ENT INICET 2022,ENT INICET 2022,4.6,14
Marrow,Previous Year Question Papers,ENT NEET 2022,ENT NEET 2022,4.6,9
Marrow,Previous Year Question Papers,ENT NEET 2023,ENT NEET 2023,4.6,6
Marrow,Previous Year Question Papers,ENT INICET 2023,ENT INICET 2023,4.6,14
Marrow,Previous Year Question Papers,ENT INI-CET 2024,ENT INI-CET 2024,4.6,13
Marrow,Previous Year Question Papers,ENT NEET 2024,ENT NEET 2024,4.6,13
Marrow,Previous Year Question Papers,ENT INI-CET 2025,ENT INI-CET 2025,4.6,10
Marrow,Previous Year Question Papers,ENT NEET 2025,ENT NEET 2025,4.6,8
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia AIIMS 2017,4.5,7
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia AIIMS 2018,4.5,4
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia AIIMS 2019 (May & Nov),4.5,7
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia AIIMS 2020 (May and Nov INI-CET),4.6,8
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2018,4.6,7
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2019,4.5,6
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2020,4.6,4
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia INI-CET 2021,4.6,14
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2021,4.6,5
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia INI-CET 2022,4.6,4
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2022,4.6,2
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2023,4.6,3
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia INI-CET 2023,4.6,6
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia INI-CET 2024,4.6,12
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2024,4.6,14
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia INI-CET 2025,4.6,5
Marrow,Previous Year Question Papers,ANESTHESIA,Anesthesia NEET 2025,4.7,4
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology AIIMS 2017,4.6,9
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology AIIMS 2018,4.6,10
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology AIIMS 2019 (May & Nov),4.6,10
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology AIIMS 2020 (May and Nov INI-CET),4.6,12
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2018,4.5,7
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2019,4.5,8
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2020,4.6,5
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology INI-CET 2021,4.6,13
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2021,4.6,6
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology INI-CET 2022,4.6,16
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2022,4.6,7
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2023,4.7,4
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology INI-CET 2023,4.7,13
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology INI-CET 2024,4.6,7
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2024,4.6,12
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology INI-CET 2025,4.6,10
Marrow,Previous Year Question Papers,DERMATOLOGY,Dermatology NEET 2025,4.6,7
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry AIIMS 2017,4.5,9
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry AIIMS 2018,4.5,9
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry AIIMS 2019 (May & Nov),4.5,8
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry AIIMS 2020 (May and Nov INI-CET),4.6,13
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2018,4.6,10
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2019,4.6,7
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2020,4.6,8
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry INI-CET 2021,4.6,7
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2021,4.6,5
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry INI-CET 2022,4.6,11
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2022,4.7,2
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2023,4.7,5
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry INI-CET 2023,4.6,7
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry INI-CET 2024,4.6,5
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2024,4.6,9
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry INI-CET 2025,4.5,8
Marrow,Previous Year Question Papers,PSYCHIATRY,Psychiatry NEET 2025,4.6,6
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology AIIMS 2017,4.5,7
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology AIIMS 2018,4.6,11
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology AIIMS 2019 (May & Nov),4.5,4
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology AIIMS 2020 (May and Nov INI-CET),4.6,6
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2018,4.6,12
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2019,4.5,8
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2020,4.6,8
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology INI-CET 2021,4.6,11
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2021,4.6,5
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology INI-CET 2022,4.6,14
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2022,4.6,2
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2023,4.6,4
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology INI-CET 2023,4.6,8
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology INI-CET 2024,4.6,6
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2024,4.6,14
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology INI-CET 2025,4.6,7
Marrow,Previous Year Question Papers,RADIOLOGY,Radiology NEET 2025,4.6,5
Marrow,Previous Year Question Papers,MEDICINE,Medicine AIIMS 2017,4.6,44
Marrow,Previous Year Question Papers,MEDICINE,Medicine AIIMS 2018,4.6,38
Marrow,Previous Year Question Papers,MEDICINE,Medicine AIIMS 2019 (May & Nov),4.6,24
Marrow,Previous Year Question Papers,MEDICINE,Medicine AIIMS 2020 (May and Nov INI-CET),4.6,31
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2018,4.5,29
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2019,4.5,25
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2020,4.6,23
Marrow,Previous Year Question Papers,MEDICINE,Medicine INI-CET 2021,4.5,28
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2021,4.6,21
Marrow,Previous Year Question Papers,MEDICINE,Medicine INI-CET 2022,4.6,62
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2022,4.6,23
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2023,4.6,17
Marrow,Previous Year Question Papers,MEDICINE,Medicine INI-CET 2023,4.6,38
Marrow,Previous Year Question Papers,MEDICINE,Medicine INI-CET 2024,4.6,44
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2024,4.6,41
Marrow,Previous Year Question Papers,MEDICINE,Medicine INI-CET 2025,4.6,49
Marrow,Previous Year Question Papers,MEDICINE,Medicine NEET 2025,4.6,25
Marrow,Previous Year Question Papers,SURGERY,Surgery AIIMS 2017,4.6,30
Marrow,Previous Year Question Papers,SURGERY,Surgery AIIMS 2018,4.6,20
Marrow,Previous Year Question Papers,SURGERY,Surgery AIIMS 2019 (May & Nov),4.6,33
Marrow,Previous Year Question Papers,SURGERY,Surgery AIIMS 2020 (May and Nov INI-CET),4.6,41
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2018,4.6,26
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2019,4.6,22
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2020,4.6,26
Marrow,Previous Year Question Papers,SURGERY,Surgery INI-CET 2021,4.6,29
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2021,4.6,18
Marrow,Previous Year Question Papers,SURGERY,Surgery INI-CET 2022,4.6,48
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2022,4.6,25
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2023,4.6,27
Marrow,Previous Year Question Papers,SURGERY,Surgery INI-CET 2023,4.6,30
Marrow,Previous Year Question Papers,SURGERY,Surgery INI-CET 2024,4.6,33
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2024,4.6,37
Marrow,Previous Year Question Papers,SURGERY,Surgery INI-CET 2025,4.6,39
Marrow,Previous Year Question Papers,SURGERY,Surgery NEET 2025,4.6,18
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics AIIMS 2017,4.6,20
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics AIIMS 2018,4.6,12
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics AIIMS 2019 (May & Nov),4.6,15
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics AIIMS 2020 (May and Nov INI-CET),4.6,15
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2018,4.5,10
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2019,4.5,9
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2020,4.6,6
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics INI-CET 2021,4.6,14
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2021,4.7,6
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics INI-CET 2022,4.6,17
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2022,4.6,7
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2023,4.6,6
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics INI-CET 2023,4.7,11
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics INI-CET 2024,4.6,11
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2024,4.6,16
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics INI-CET 2025,4.6,10
Marrow,Previous Year Question Papers,ORTHOPEDICS,Orthopedics NEET 2025,4.7,8
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics AIIMS 2017,4.6,13
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics AIIMS 2018,4.5,16
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics AIIMS 2019 (May & Nov),4.5,13
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics AIIMS 2020 (May and Nov INI-CET),4.6,13
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2018,4.5,13
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2019,4.5,17
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2020,4.6,10
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics INI-CET 2021,4.6,11
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2021,4.6,8
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics INI-CET 2022,4.6,23
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2022,4.6,14
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2023,4.6,10
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics INI-CET 2023,4.6,17
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics INI-CET 2024,4.6,25
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2024,4.6,8
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics INI-CET 2025,4.6,24
Marrow,Previous Year Question Papers,PEDIATRICS,Pediatrics NEET 2025,4.6,7
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology AIIMS 2017,4.6,35
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology AIIMS 2018,4.5,35
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology AIIMS 2019 (May & Nov),4.5,18
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology AIIMS 2020 (May and Nov INI-CET),4.6,23
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2018,4.5,25
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2019,4.6,26
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2020,4.6,28
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology INICET 2021,4.7,42
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics & Gynecology NEET 2021,4.6,19
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology INICET 2022,4.6,52
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2022,4.6,25
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2023,4.6,18
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology INI-CET 2023,4.5,28
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology INI-CET 2024,4.6,29
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2024,4.6,45
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology INI-CET 2025,4.6,23
Marrow,Previous Year Question Papers,OBSTETRICS AND GYNECOLOGY,Obstetrics and Gynecology NEET 2025,4.7,23